sorting;case_id;activity;resource;TimeStart;TimeEnd;Cost
15411;963;S3: Alert population;Mayor;08/04/2019 02:40;08/04/2019 08:40;60,00 €
15412;963;S5: Stop Traffic;DDT 41;08/04/2019 09:10;08/04/2019 21:10;7 200,00 €
15413;963;S6: Detour setting;DDT 41;08/04/2019 21:40;09/04/2019 03:40;4 800,00 €
15414;963;S7: Put population in a safe place;SDIS 41;09/04/2019 04:10;11/04/2019 04:10;12 000,00 €
15415;963;S11: NOVI Plan;Prefect;11/04/2019 04:40;19/04/2019 04:40;3 600,00 €
15416;963;S9: Ad-Hoc Accomodation;Mayor;19/04/2019 05:10;19/04/2019 13:10;3 600,00 €
15417;963;S12: Food Resupplying;Mayor;19/04/2019 13:40;25/04/2019 13:40;6 000,00 €
15418;963;S13: Psychological care;CUMP Blois;25/04/2019 14:10;03/05/2019 14:10;5 400,00 €
15419;963;S15: ManagingPollution;DREAL;03/05/2019 14:40;09/05/2019 14:40;6 000,00 €
15420;963;S14: SecureBuilding;Ville Blois;09/05/2019 15:10;11/05/2019 15:10;3 600,00 €
15421;963;S16: MonitoringHealth;ARS;11/05/2019 15:40;12/05/2019 07:40;12 000,00 €
15422;963;S17: RecoveringNetworks;AGGLOPOLYS;12/05/2019 08:10;12/05/2019 20:10;1 200,00 €
15423;963;S18: CleaningRepairing;ARS;12/05/2019 20:40;18/05/2019 20:40;3 600,00 €
15424;963;S19 : AdminsitrativeSupport;Mayor;18/05/2019 21:10;24/05/2019 10:30;1 440,00 €
15425;964;S2: Notify mayors;Prefect;24/05/2019 11:00;24/05/2019 13:00;12,00 €
15426;964;S1: Second Roll Call;Prefect;24/05/2019 13:30;24/05/2019 14:30;12,00 €
15427;964;S3: Alert population;Mayor;24/05/2019 15:00;24/05/2019 21:00;60,00 €
15428;964;S5: Stop Traffic;DDT 41;24/05/2019 21:30;25/05/2019 09:30;7 200,00 €
15429;964;S6: Detour setting;DDT 41;25/05/2019 10:00;25/05/2019 16:00;4 800,00 €
15430;964;S7: Put population in a safe place;SDIS 41;25/05/2019 16:30;27/05/2019 16:30;12 000,00 €
15431;964;S10: ad-Hoc taking care;ONG;27/05/2019 17:00;06/06/2019 17:00;3 000,00 €
15432;964;S8: Accomadation Plan ;Prefect;06/06/2019 17:30;10/06/2019 21:30;3 000,00 €
15433;964;S12: Food Resupplying;Mayor;10/06/2019 22:00;16/06/2019 22:00;6 000,00 €
15434;964;S13: Psychological care;CUMP Blois;16/06/2019 22:30;24/06/2019 22:30;5 400,00 €
15435;964;S14: SecureBuilding;Ville Blois;24/06/2019 23:00;26/06/2019 23:00;3 600,00 €
15436;964;S15: ManagingPollution;DREAL;26/06/2019 23:30;02/07/2019 23:30;6 000,00 €
15437;964;S16: MonitoringHealth;ARS;03/07/2019 00:00;03/07/2019 16:00;12 000,00 €
15438;964;S18: CleaningRepairing;ARS;03/07/2019 16:30;09/07/2019 16:30;3 600,00 €
15439;964;S17: RecoveringNetworks;AGGLOPOLYS;09/07/2019 17:00;10/07/2019 05:00;1 200,00 €
15440;964;S19 : AdminsitrativeSupport;Mayor;10/07/2019 05:30;15/07/2019 18:50;1 440,00 €
15441;965;S2: Notify mayors;Prefect;15/07/2019 19:20;15/07/2019 21:20;12,00 €
15442;965;S3: Alert population;Mayor;15/07/2019 21:50;16/07/2019 03:50;60,00 €
15443;965;S1: Second Roll Call;Prefect;16/07/2019 04:20;16/07/2019 05:20;12,00 €
15444;965;S5: Stop Traffic;DDT 41;16/07/2019 05:50;16/07/2019 17:50;7 200,00 €
15445;965;S6: Detour setting;DDT 41;16/07/2019 18:20;17/07/2019 00:20;4 800,00 €
15446;965;S7: Put population in a safe place;SDIS 41;17/07/2019 00:50;19/07/2019 00:50;12 000,00 €
15447;965;S4: White Plan;Prefect;19/07/2019 01:20;23/07/2019 01:20;2 400,00 €
15448;965;S9: Ad-Hoc Accomodation;Mayor;23/07/2019 01:50;23/07/2019 09:50;3 600,00 €
15449;965;S12: Food Resupplying;Mayor;23/07/2019 10:20;29/07/2019 10:20;6 000,00 €
15450;965;S13: Psychological care;CUMP Blois;29/07/2019 10:50;06/08/2019 10:50;5 400,00 €
15451;965;S15: ManagingPollution;DREAL;06/08/2019 11:20;12/08/2019 11:20;6 000,00 €
15452;965;S14: SecureBuilding;Ville Blois;12/08/2019 11:50;14/08/2019 11:50;3 600,00 €
15453;965;S16: MonitoringHealth;ARS;14/08/2019 12:20;15/08/2019 04:20;12 000,00 €
15454;965;S17: RecoveringNetworks;AGGLOPOLYS;15/08/2019 04:50;15/08/2019 16:50;1 200,00 €
15455;965;S18: CleaningRepairing;ARS;15/08/2019 17:20;21/08/2019 17:20;3 600,00 €
15456;965;S19 : AdminsitrativeSupport;Mayor;21/08/2019 17:50;27/08/2019 07:10;1 440,00 €
15457;966;S2: Notify mayors;Prefect;27/08/2019 07:40;27/08/2019 09:40;12,00 €
15458;966;S3: Alert population;Mayor;27/08/2019 10:10;27/08/2019 16:10;60,00 €
15459;966;S1: Second Roll Call;Prefect;27/08/2019 16:40;27/08/2019 17:40;12,00 €
15460;966;S5: Stop Traffic;DDT 41;27/08/2019 18:10;28/08/2019 06:10;7 200,00 €
15461;966;S6: Detour setting;DDT 41;28/08/2019 06:40;28/08/2019 12:40;4 800,00 €
15462;966;S7: Put population in a safe place;SDIS 41;28/08/2019 13:10;30/08/2019 13:10;12 000,00 €
15463;966;S9: Ad-Hoc Accomodation;Mayor;30/08/2019 13:40;30/08/2019 21:40;3 600,00 €
15464;966;S10: ad-Hoc taking care;ONG;30/08/2019 22:10;09/09/2019 22:10;3 000,00 €
15465;966;S12: Food Resupplying;Mayor;09/09/2019 22:40;15/09/2019 22:40;6 000,00 €
15466;966;S13: Psychological care;CUMP Blois;15/09/2019 23:10;23/09/2019 23:10;5 400,00 €
15467;966;S14: SecureBuilding;Ville Blois;23/09/2019 23:40;25/09/2019 23:40;3 600,00 €
15468;966;S15: ManagingPollution;DREAL;26/09/2019 00:10;02/10/2019 00:10;6 000,00 €
15469;966;S16: MonitoringHealth;ARS;02/10/2019 00:40;02/10/2019 16:40;12 000,00 €
15470;966;S17: RecoveringNetworks;AGGLOPOLYS;02/10/2019 17:10;03/10/2019 05:10;1 200,00 €
15471;966;S18: CleaningRepairing;ARS;03/10/2019 05:40;09/10/2019 05:40;3 600,00 €
15472;966;S19 : AdminsitrativeSupport;Mayor;09/10/2019 06:10;14/10/2019 19:30;1 440,00 €
15473;967;S2: Notify mayors;Prefect;14/10/2019 20:00;14/10/2019 22:00;12,00 €
15474;967;S1: Second Roll Call;Prefect;14/10/2019 22:30;14/10/2019 23:30;12,00 €
15475;967;S3: Alert population;Mayor;15/10/2019 00:00;15/10/2019 06:00;60,00 €
15476;967;S5: Stop Traffic;DDT 41;15/10/2019 06:30;15/10/2019 18:30;7 200,00 €
15477;967;S6: Detour setting;DDT 41;15/10/2019 19:00;16/10/2019 01:00;4 800,00 €
15478;967;S7: Put population in a safe place;SDIS 41;16/10/2019 01:30;18/10/2019 01:30;12 000,00 €
15479;967;S11: NOVI Plan;Prefect;18/10/2019 02:00;26/10/2019 02:00;3 600,00 €
15480;967;S8: Accomadation Plan ;Prefect;26/10/2019 02:30;30/10/2019 06:30;3 000,00 €
15481;967;S12: Food Resupplying;Mayor;30/10/2019 07:00;05/11/2019 07:00;6 000,00 €
15482;967;S13: Psychological care;CUMP Blois;05/11/2019 07:30;13/11/2019 07:30;5 400,00 €
15483;967;S14: SecureBuilding;Ville Blois;13/11/2019 08:00;15/11/2019 08:00;3 600,00 €
15484;967;S15: ManagingPollution;DREAL;15/11/2019 08:30;21/11/2019 08:30;6 000,00 €
15485;967;S16: MonitoringHealth;ARS;21/11/2019 09:00;22/11/2019 01:00;12 000,00 €
15486;967;S17: RecoveringNetworks;AGGLOPOLYS;22/11/2019 01:30;22/11/2019 13:30;1 200,00 €
15487;967;S18: CleaningRepairing;ARS;22/11/2019 14:00;28/11/2019 14:00;3 600,00 €
15488;967;S19 : AdminsitrativeSupport;Mayor;28/11/2019 14:30;04/12/2019 03:50;1 440,00 €
15489;968;S2: Notify mayors;Prefect;04/12/2019 04:20;04/12/2019 06:20;12,00 €
15490;968;S1: Second Roll Call;Prefect;04/12/2019 06:50;04/12/2019 07:50;12,00 €
15491;968;S3: Alert population;Mayor;04/12/2019 08:20;04/12/2019 14:20;60,00 €
15492;968;S5: Stop Traffic;DDT 41;04/12/2019 14:50;05/12/2019 02:50;7 200,00 €
15493;968;S6: Detour setting;DDT 41;05/12/2019 03:20;05/12/2019 09:20;4 800,00 €
15494;968;S7: Put population in a safe place;SDIS 41;05/12/2019 09:50;07/12/2019 09:50;12 000,00 €
15495;968;S10: ad-Hoc taking care;ONG;07/12/2019 10:20;17/12/2019 10:20;3 000,00 €
15496;968;S8: Accomadation Plan ;Prefect;17/12/2019 10:50;21/12/2019 14:50;3 000,00 €
15497;968;S12: Food Resupplying;Mayor;21/12/2019 15:20;27/12/2019 15:20;6 000,00 €
15498;968;S13: Psychological care;CUMP Blois;27/12/2019 15:50;04/01/2020 15:50;5 400,00 €
15499;968;S15: ManagingPollution;DREAL;04/01/2020 16:20;10/01/2020 16:20;6 000,00 €
15500;968;S14: SecureBuilding;Ville Blois;10/01/2020 16:50;12/01/2020 16:50;3 600,00 €
15501;968;S16: MonitoringHealth;ARS;12/01/2020 17:20;13/01/2020 09:20;12 000,00 €
15502;968;S17: RecoveringNetworks;AGGLOPOLYS;13/01/2020 09:50;13/01/2020 21:50;1 200,00 €
15503;968;S18: CleaningRepairing;ARS;13/01/2020 22:20;19/01/2020 22:20;3 600,00 €
15504;968;S19 : AdminsitrativeSupport;Mayor;19/01/2020 22:50;25/01/2020 12:10;1 440,00 €
15505;969;S2: Notify mayors;Prefect;25/01/2020 12:40;25/01/2020 14:40;12,00 €
15506;969;S1: Second Roll Call;Prefect;25/01/2020 15:10;25/01/2020 16:10;12,00 €
15507;969;S3: Alert population;Mayor;25/01/2020 16:40;25/01/2020 22:40;60,00 €
15508;969;S5: Stop Traffic;DDT 41;25/01/2020 23:10;26/01/2020 11:10;7 200,00 €
15509;969;S6: Detour setting;DDT 41;26/01/2020 11:40;26/01/2020 17:40;4 800,00 €
15510;969;S7: Put population in a safe place;SDIS 41;26/01/2020 18:10;28/01/2020 18:10;12 000,00 €
15511;969;S9: Ad-Hoc Accomodation;Mayor;28/01/2020 18:40;29/01/2020 02:40;3 600,00 €
15512;969;S11: NOVI Plan;Prefect;29/01/2020 03:10;06/02/2020 03:10;3 600,00 €
15513;969;S12: Food Resupplying;Mayor;06/02/2020 03:40;12/02/2020 03:40;6 000,00 €
15514;969;S13: Psychological care;CUMP Blois;12/02/2020 04:10;20/02/2020 04:10;5 400,00 €
15515;969;S15: ManagingPollution;DREAL;20/02/2020 04:40;26/02/2020 04:40;6 000,00 €
15516;969;S14: SecureBuilding;Ville Blois;26/02/2020 05:10;28/02/2020 05:10;3 600,00 €
15517;969;S16: MonitoringHealth;ARS;28/02/2020 05:40;28/02/2020 21:40;12 000,00 €
15518;969;S18: CleaningRepairing;ARS;28/02/2020 22:10;05/03/2020 22:10;3 600,00 €
15519;969;S17: RecoveringNetworks;AGGLOPOLYS;05/03/2020 22:40;06/03/2020 10:40;1 200,00 €
15520;969;S19 : AdminsitrativeSupport;Mayor;06/03/2020 11:10;12/03/2020 00:30;1 440,00 €
15521;970;S2: Notify mayors;Prefect;12/03/2020 01:00;12/03/2020 03:00;12,00 €
15522;970;S1: Second Roll Call;Prefect;12/03/2020 03:30;12/03/2020 04:30;12,00 €
15523;970;S3: Alert population;Mayor;12/03/2020 05:00;12/03/2020 11:00;60,00 €
15524;970;S5: Stop Traffic;DDT 41;12/03/2020 11:30;12/03/2020 23:30;7 200,00 €
15525;970;S6: Detour setting;DDT 41;13/03/2020 00:00;13/03/2020 06:00;4 800,00 €
15526;970;S7: Put population in a safe place;SDIS 41;13/03/2020 06:30;15/03/2020 06:30;12 000,00 €
15527;970;S4: White Plan;Prefect;15/03/2020 07:00;19/03/2020 07:00;2 400,00 €
15528;970;S8: Accomadation Plan ;Prefect;19/03/2020 07:30;23/03/2020 11:30;3 000,00 €
15529;970;S12: Food Resupplying;Mayor;23/03/2020 12:00;29/03/2020 12:00;6 000,00 €
15530;970;S13: Psychological care;CUMP Blois;29/03/2020 12:30;06/04/2020 12:30;5 400,00 €
15531;970;S14: SecureBuilding;Ville Blois;06/04/2020 13:00;08/04/2020 13:00;3 600,00 €
15532;970;S15: ManagingPollution;DREAL;08/04/2020 13:30;14/04/2020 13:30;6 000,00 €
15533;970;S16: MonitoringHealth;ARS;14/04/2020 14:00;15/04/2020 06:00;12 000,00 €
15534;970;S17: RecoveringNetworks;AGGLOPOLYS;15/04/2020 06:30;15/04/2020 18:30;1 200,00 €
15535;970;S18: CleaningRepairing;ARS;15/04/2020 19:00;21/04/2020 19:00;3 600,00 €
15536;970;S19 : AdminsitrativeSupport;Mayor;21/04/2020 19:30;27/04/2020 08:50;1 440,00 €
15537;971;S2: Notify mayors;Prefect;27/04/2020 09:20;27/04/2020 11:20;12,00 €
15538;971;S1: Second Roll Call;Prefect;27/04/2020 11:50;27/04/2020 12:50;12,00 €
15539;971;S3: Alert population;Mayor;27/04/2020 13:20;27/04/2020 19:20;60,00 €
15540;971;S5: Stop Traffic;DDT 41;27/04/2020 19:50;28/04/2020 07:50;7 200,00 €
15541;971;S6: Detour setting;DDT 41;28/04/2020 08:20;28/04/2020 14:20;4 800,00 €
15542;971;S7: Put population in a safe place;SDIS 41;28/04/2020 14:50;30/04/2020 14:50;12 000,00 €
15543;971;S10: ad-Hoc taking care;ONG;30/04/2020 15:20;10/05/2020 15:20;3 000,00 €
15544;971;S9: Ad-Hoc Accomodation;Mayor;10/05/2020 15:50;10/05/2020 23:50;3 600,00 €
15545;971;S12: Food Resupplying;Mayor;11/05/2020 00:20;17/05/2020 00:20;6 000,00 €
15546;971;S13: Psychological care;CUMP Blois;17/05/2020 00:50;25/05/2020 00:50;5 400,00 €
15547;971;S14: SecureBuilding;Ville Blois;25/05/2020 01:20;27/05/2020 01:20;3 600,00 €
15548;971;S15: ManagingPollution;DREAL;27/05/2020 01:50;02/06/2020 01:50;6 000,00 €
15549;971;S16: MonitoringHealth;ARS;02/06/2020 02:20;02/06/2020 18:20;12 000,00 €
15550;971;S18: CleaningRepairing;ARS;02/06/2020 18:50;08/06/2020 18:50;3 600,00 €
15551;971;S17: RecoveringNetworks;AGGLOPOLYS;08/06/2020 19:20;09/06/2020 07:20;1 200,00 €
15552;971;S19 : AdminsitrativeSupport;Mayor;09/06/2020 07:50;14/06/2020 21:10;1 440,00 €
15553;972;S2: Notify mayors;Prefect;14/06/2020 21:40;14/06/2020 23:40;12,00 €
15554;972;S3: Alert population;Mayor;15/06/2020 00:10;15/06/2020 06:10;60,00 €
15555;972;S1: Second Roll Call;Prefect;15/06/2020 06:40;15/06/2020 07:40;12,00 €
15556;972;S5: Stop Traffic;DDT 41;15/06/2020 08:10;15/06/2020 20:10;7 200,00 €
15557;972;S6: Detour setting;DDT 41;15/06/2020 20:40;16/06/2020 02:40;4 800,00 €
15558;972;S7: Put population in a safe place;SDIS 41;16/06/2020 03:10;18/06/2020 03:10;12 000,00 €
15559;972;S11: NOVI Plan;Prefect;18/06/2020 03:40;26/06/2020 03:40;3 600,00 €
15560;972;S9: Ad-Hoc Accomodation;Mayor;26/06/2020 04:10;26/06/2020 12:10;3 600,00 €
15561;972;S12: Food Resupplying;Mayor;26/06/2020 12:40;02/07/2020 12:40;6 000,00 €
15562;972;S13: Psychological care;CUMP Blois;02/07/2020 13:10;10/07/2020 13:10;5 400,00 €
15563;972;S14: SecureBuilding;Ville Blois;10/07/2020 13:40;12/07/2020 13:40;3 600,00 €
15564;972;S15: ManagingPollution;DREAL;12/07/2020 14:10;18/07/2020 14:10;6 000,00 €
15565;972;S16: MonitoringHealth;ARS;18/07/2020 14:40;19/07/2020 06:40;12 000,00 €
15566;972;S17: RecoveringNetworks;AGGLOPOLYS;19/07/2020 07:10;19/07/2020 19:10;1 200,00 €
15567;972;S18: CleaningRepairing;ARS;19/07/2020 19:40;25/07/2020 19:40;3 600,00 €
15568;972;S19 : AdminsitrativeSupport;Mayor;25/07/2020 20:10;31/07/2020 09:30;1 440,00 €
15569;973;S2: Notify mayors;Prefect;31/07/2020 10:00;31/07/2020 12:00;12,00 €
15570;973;S1: Second Roll Call;Prefect;31/07/2020 12:30;31/07/2020 13:30;12,00 €
15571;973;S3: Alert population;Mayor;31/07/2020 14:00;31/07/2020 20:00;60,00 €
15572;973;S5: Stop Traffic;DDT 41;31/07/2020 20:30;01/08/2020 08:30;7 200,00 €
15573;973;S6: Detour setting;DDT 41;01/08/2020 09:00;01/08/2020 15:00;4 800,00 €
15574;973;S7: Put population in a safe place;SDIS 41;01/08/2020 15:30;03/08/2020 15:30;12 000,00 €
15575;973;S8: Accomadation Plan ;Prefect;03/08/2020 16:00;07/08/2020 20:00;3 000,00 €
15576;973;S10: ad-Hoc taking care;ONG;07/08/2020 20:30;17/08/2020 20:30;3 000,00 €
15577;973;S12: Food Resupplying;Mayor;17/08/2020 21:00;23/08/2020 21:00;6 000,00 €
15578;973;S13: Psychological care;CUMP Blois;23/08/2020 21:30;31/08/2020 21:30;5 400,00 €
15579;973;S14: SecureBuilding;Ville Blois;31/08/2020 22:00;02/09/2020 22:00;3 600,00 €
15580;973;S15: ManagingPollution;DREAL;02/09/2020 22:30;08/09/2020 22:30;6 000,00 €
15581;973;S16: MonitoringHealth;ARS;08/09/2020 23:00;09/09/2020 15:00;12 000,00 €
15582;973;S17: RecoveringNetworks;AGGLOPOLYS;09/09/2020 15:30;10/09/2020 03:30;1 200,00 €
15583;973;S18: CleaningRepairing;ARS;10/09/2020 04:00;16/09/2020 04:00;3 600,00 €
15584;973;S19 : AdminsitrativeSupport;Mayor;16/09/2020 04:30;21/09/2020 17:50;1 440,00 €
15585;974;S2: Notify mayors;Prefect;21/09/2020 18:20;21/09/2020 20:20;12,00 €
15586;974;S1: Second Roll Call;Prefect;21/09/2020 20:50;21/09/2020 21:50;12,00 €
15587;974;S3: Alert population;Mayor;21/09/2020 22:20;22/09/2020 04:20;60,00 €
15588;974;S5: Stop Traffic;DDT 41;22/09/2020 04:50;22/09/2020 16:50;7 200,00 €
15589;974;S6: Detour setting;DDT 41;22/09/2020 17:20;22/09/2020 23:20;4 800,00 €
15590;974;S7: Put population in a safe place;SDIS 41;22/09/2020 23:50;24/09/2020 23:50;12 000,00 €
15591;974;S8: Accomadation Plan ;Prefect;25/09/2020 00:20;29/09/2020 04:20;3 000,00 €
15592;974;S4: White Plan;Prefect;29/09/2020 04:50;03/10/2020 04:50;2 400,00 €
15593;974;S12: Food Resupplying;Mayor;03/10/2020 05:20;09/10/2020 05:20;6 000,00 €
15594;974;S13: Psychological care;CUMP Blois;09/10/2020 05:50;17/10/2020 05:50;5 400,00 €
15595;974;S15: ManagingPollution;DREAL;17/10/2020 06:20;23/10/2020 06:20;6 000,00 €
15596;974;S14: SecureBuilding;Ville Blois;23/10/2020 06:50;25/10/2020 06:50;3 600,00 €
15597;974;S16: MonitoringHealth;ARS;25/10/2020 07:20;25/10/2020 23:20;12 000,00 €
15598;974;S18: CleaningRepairing;ARS;25/10/2020 23:50;31/10/2020 23:50;3 600,00 €
15599;974;S17: RecoveringNetworks;AGGLOPOLYS;01/11/2020 00:20;01/11/2020 12:20;1 200,00 €
15600;974;S19 : AdminsitrativeSupport;Mayor;01/11/2020 12:50;07/11/2020 02:10;1 440,00 €
15601;975;S2: Notify mayors;Prefect;07/11/2020 02:40;07/11/2020 04:40;12,00 €
15602;975;S1: Second Roll Call;Prefect;07/11/2020 05:10;07/11/2020 06:10;12,00 €
15603;975;S3: Alert population;Mayor;07/11/2020 06:40;07/11/2020 12:40;60,00 €
15604;975;S5: Stop Traffic;DDT 41;07/11/2020 13:10;08/11/2020 01:10;7 200,00 €
15605;975;S6: Detour setting;DDT 41;08/11/2020 01:40;08/11/2020 07:40;4 800,00 €
15606;975;S7: Put population in a safe place;SDIS 41;08/11/2020 08:10;10/11/2020 08:10;12 000,00 €
15607;975;S11: NOVI Plan;Prefect;10/11/2020 08:40;18/11/2020 08:40;3 600,00 €
15608;975;S8: Accomadation Plan ;Prefect;18/11/2020 09:10;22/11/2020 13:10;3 000,00 €
15609;975;S12: Food Resupplying;Mayor;22/11/2020 13:40;28/11/2020 13:40;6 000,00 €
15610;975;S13: Psychological care;CUMP Blois;28/11/2020 14:10;06/12/2020 14:10;5 400,00 €
15611;975;S14: SecureBuilding;Ville Blois;06/12/2020 14:40;08/12/2020 14:40;3 600,00 €
15612;975;S15: ManagingPollution;DREAL;08/12/2020 15:10;14/12/2020 15:10;6 000,00 €
15613;975;S16: MonitoringHealth;ARS;14/12/2020 15:40;15/12/2020 07:40;12 000,00 €
15614;975;S17: RecoveringNetworks;AGGLOPOLYS;15/12/2020 08:10;15/12/2020 20:10;1 200,00 €
15615;975;S18: CleaningRepairing;ARS;15/12/2020 20:40;21/12/2020 20:40;3 600,00 €
15616;975;S19 : AdminsitrativeSupport;Mayor;21/12/2020 21:10;27/12/2020 10:30;1 440,00 €
15617;976;S2: Notify mayors;Prefect;27/12/2020 11:00;27/12/2020 13:00;12,00 €
15618;976;S1: Second Roll Call;Prefect;27/12/2020 13:30;27/12/2020 14:30;12,00 €
15619;976;S3: Alert population;Mayor;27/12/2020 15:00;27/12/2020 21:00;60,00 €
15620;976;S5: Stop Traffic;DDT 41;27/12/2020 21:30;28/12/2020 09:30;7 200,00 €
15621;976;S6: Detour setting;DDT 41;28/12/2020 10:00;28/12/2020 16:00;4 800,00 €
15622;976;S7: Put population in a safe place;SDIS 41;28/12/2020 16:30;30/12/2020 16:30;12 000,00 €
15623;976;S8: Accomadation Plan ;Prefect;30/12/2020 17:00;03/01/2021 21:00;3 000,00 €
15624;976;S10: ad-Hoc taking care;ONG;03/01/2021 21:30;13/01/2021 21:30;3 000,00 €
15625;976;S12: Food Resupplying;Mayor;13/01/2021 22:00;19/01/2021 22:00;6 000,00 €
15626;976;S13: Psychological care;CUMP Blois;19/01/2021 22:30;27/01/2021 22:30;5 400,00 €
15627;976;S15: ManagingPollution;DREAL;27/01/2021 23:00;02/02/2021 23:00;6 000,00 €
15628;976;S14: SecureBuilding;Ville Blois;02/02/2021 23:30;04/02/2021 23:30;3 600,00 €
15629;976;S16: MonitoringHealth;ARS;05/02/2021 00:00;05/02/2021 16:00;12 000,00 €
15630;976;S18: CleaningRepairing;ARS;05/02/2021 16:30;11/02/2021 16:30;3 600,00 €
15631;976;S17: RecoveringNetworks;AGGLOPOLYS;11/02/2021 17:00;12/02/2021 05:00;1 200,00 €
15632;976;S19 : AdminsitrativeSupport;Mayor;12/02/2021 05:30;17/02/2021 18:50;1 440,00 €
15633;977;S2: Notify mayors;Prefect;17/02/2021 19:20;17/02/2021 21:20;12,00 €
15634;977;S1: Second Roll Call;Prefect;17/02/2021 21:50;17/02/2021 22:50;12,00 €
15635;977;S3: Alert population;Mayor;17/02/2021 23:20;18/02/2021 05:20;60,00 €
15636;977;S5: Stop Traffic;DDT 41;18/02/2021 05:50;18/02/2021 17:50;7 200,00 €
15637;977;S6: Detour setting;DDT 41;18/02/2021 18:20;19/02/2021 00:20;4 800,00 €
15638;977;S7: Put population in a safe place;SDIS 41;19/02/2021 00:50;21/02/2021 00:50;12 000,00 €
15639;977;S11: NOVI Plan;Prefect;21/02/2021 01:20;01/03/2021 01:20;3 600,00 €
15640;977;S9: Ad-Hoc Accomodation;Mayor;01/03/2021 01:50;01/03/2021 09:50;3 600,00 €
15641;977;S12: Food Resupplying;Mayor;01/03/2021 10:20;07/03/2021 10:20;6 000,00 €
15642;977;S13: Psychological care;CUMP Blois;07/03/2021 10:50;15/03/2021 10:50;5 400,00 €
15643;977;S15: ManagingPollution;DREAL;15/03/2021 11:20;21/03/2021 11:20;6 000,00 €
15644;977;S14: SecureBuilding;Ville Blois;21/03/2021 11:50;23/03/2021 11:50;3 600,00 €
15645;977;S16: MonitoringHealth;ARS;23/03/2021 12:20;24/03/2021 04:20;12 000,00 €
15646;977;S18: CleaningRepairing;ARS;24/03/2021 04:50;30/03/2021 04:50;3 600,00 €
15647;977;S17: RecoveringNetworks;AGGLOPOLYS;30/03/2021 05:20;30/03/2021 17:20;1 200,00 €
15648;977;S19 : AdminsitrativeSupport;Mayor;30/03/2021 17:50;05/04/2021 07:10;1 440,00 €
15649;978;S2: Notify mayors;Prefect;05/04/2021 07:40;05/04/2021 09:40;12,00 €
15650;978;S3: Alert population;Mayor;05/04/2021 10:10;05/04/2021 16:10;60,00 €
15651;978;S1: Second Roll Call;Prefect;05/04/2021 16:40;05/04/2021 17:40;12,00 €
15652;978;S5: Stop Traffic;DDT 41;05/04/2021 18:10;06/04/2021 06:10;7 200,00 €
15653;978;S6: Detour setting;DDT 41;06/04/2021 06:40;06/04/2021 12:40;4 800,00 €
15654;978;S7: Put population in a safe place;SDIS 41;06/04/2021 13:10;08/04/2021 13:10;12 000,00 €
15655;978;S11: NOVI Plan;Prefect;08/04/2021 13:40;16/04/2021 13:40;3 600,00 €
15656;978;S9: Ad-Hoc Accomodation;Mayor;16/04/2021 14:10;16/04/2021 22:10;3 600,00 €
15657;978;S12: Food Resupplying;Mayor;16/04/2021 22:40;22/04/2021 22:40;6 000,00 €
15658;978;S13: Psychological care;CUMP Blois;22/04/2021 23:10;30/04/2021 23:10;5 400,00 €
15659;978;S15: ManagingPollution;DREAL;30/04/2021 23:40;06/05/2021 23:40;6 000,00 €
15660;978;S14: SecureBuilding;Ville Blois;07/05/2021 00:10;09/05/2021 00:10;3 600,00 €
15661;978;S16: MonitoringHealth;ARS;09/05/2021 00:40;09/05/2021 16:40;12 000,00 €
15662;978;S18: CleaningRepairing;ARS;09/05/2021 17:10;15/05/2021 17:10;3 600,00 €
15663;978;S17: RecoveringNetworks;AGGLOPOLYS;15/05/2021 17:40;16/05/2021 05:40;1 200,00 €
15664;978;S19 : AdminsitrativeSupport;Mayor;16/05/2021 06:10;21/05/2021 19:30;1 440,00 €
15665;979;S2: Notify mayors;Prefect;21/05/2021 20:00;21/05/2021 22:00;12,00 €
15666;979;S1: Second Roll Call;Prefect;21/05/2021 22:30;21/05/2021 23:30;12,00 €
15667;979;S3: Alert population;Mayor;22/05/2021 00:00;22/05/2021 06:00;60,00 €
15668;979;S5: Stop Traffic;DDT 41;22/05/2021 06:30;22/05/2021 18:30;7 200,00 €
15669;979;S6: Detour setting;DDT 41;22/05/2021 19:00;23/05/2021 01:00;4 800,00 €
15670;979;S7: Put population in a safe place;SDIS 41;23/05/2021 01:30;25/05/2021 01:30;12 000,00 €
15671;979;S9: Ad-Hoc Accomodation;Mayor;25/05/2021 02:00;25/05/2021 10:00;3 600,00 €
15672;979;S4: White Plan;Prefect;25/05/2021 10:30;29/05/2021 10:30;2 400,00 €
15673;979;S12: Food Resupplying;Mayor;29/05/2021 11:00;04/06/2021 11:00;6 000,00 €
15674;979;S13: Psychological care;CUMP Blois;04/06/2021 11:30;12/06/2021 11:30;5 400,00 €
15675;979;S15: ManagingPollution;DREAL;12/06/2021 12:00;18/06/2021 12:00;6 000,00 €
15676;979;S14: SecureBuilding;Ville Blois;18/06/2021 12:30;20/06/2021 12:30;3 600,00 €
15677;979;S16: MonitoringHealth;ARS;20/06/2021 13:00;21/06/2021 05:00;12 000,00 €
15678;979;S17: RecoveringNetworks;AGGLOPOLYS;21/06/2021 05:30;21/06/2021 17:30;1 200,00 €
15679;979;S18: CleaningRepairing;ARS;21/06/2021 18:00;27/06/2021 18:00;3 600,00 €
